imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.0015985369682312012, 0.006202638149261475, 0.0007373287173607473, 5.098767138306335e-16, 1.9828278991645142e-05, 2.57146227388406e-11, -8.497833853562203e-07, 0.0, 1731624776351752610, 
-0.0018911361694335938, -0.002999722957611084, -0.0005004827500319167, -1.7932469236550024e-13, 6.410040512159235e-06, -2.7975594229917645e-08, -2.972278248078598e-07, -1.4395041145950318e-15, 1731624776375131516, 
-0.0019770264625549316, -0.012108922004699707, -0.0011978287384097046, 2.5065433240525157e-12, -4.871790413237573e-05, -5.145014689551843e-08, 3.749554040974021e-06, -6.332907387621576e-15, 1731624776477170802, 
-0.010925829410552979, -0.01392430067062378, -0.005800605367293033, -7.712617123822488e-11, -0.0002617073135377239, 2.9470392017572523e-07, 1.904788361650679e-05, -8.324182896696199e-14, 1731624776578216953, 
0.012215971946716309, 0.007517814636230469, 0.002747694253425201, 9.140358919720459e-11, -0.00011739365731090387, -7.786075610127085e-07, 9.22618076674208e-06, 1.4269183001938918e-12, 1731624776678583473, 
-0.01494598388671875, -0.0068024396896362305, -0.0056362221363003735, 7.103410206418536e-12, -0.0002354107155419004, -3.017454065362718e-08, 1.7125108186297997e-05, 1.4540673893811878e-12, 1731624776778022122, 
0.9183205366134644, -0.4968138337135315, 0.43235596162467943, -0.0013203563472676868, 0.024392117654249364, -0.054130451729666317, -0.0006031828862890375, 1.1339394431799471e-07, 1731624776978293828, 
1.296938419342041, -0.0010030865669250488, 0.8415528843621649, -0.01666162822777692, 0.07389016678382407, -0.22549182053578012, -0.0006547010325033463, -3.5712444213184424e-05, 1731624777078118256, 
0.5286713242530823, -0.24338847398757935, 0.6927464378623565, -0.0525624298932322, 0.13657396487913342, -0.38486420116564246, 0.005538106445538221, -0.0003105913647986954, 1731624777178025727, 
0.6359540820121765, -0.34505170583724976, 0.6658606428448692, -0.11260433002844167, 0.20492510910467313, -0.5494901553080292, 0.019190626991396377, -0.001441211141245246, 1731624777278030834, 
0.8813251852989197, -0.47178906202316284, 0.7695504030557396, -0.3191780962098388, 0.3144311689682131, -1.0150968724163143, 0.04239855856067051, -0.005113822162897656, 1731624777577760224, 
0.05542147159576416, -0.457155704498291, 0.4293912475840927, -0.4253972320415227, 0.3262342926255038, -1.3039623413527885, 0.06789954681796903, -0.012242904858799189, 1731624777677918293, 
-0.5853148698806763, -0.5337841510772705, -0.05179286253979892, -0.47798051816735754, 0.3341230112826852, -1.4305525271438475, 0.0975561591333148, -0.023857016173554627, 1731624777777803329, 
-0.2887108325958252, -0.7425063252449036, -0.16089554307278744, -0.5856684725780986, 0.39236236071223524, -1.4926724151495183, 0.13047178931252432, -0.04191767481570964, 1731624777877761704, 
-0.5225642323493958, -0.5872723460197449, -0.3326268976710652, -0.5350081538756033, 0.3608681330434283, -1.4825585993519088, 0.1616251240617525, -0.0658092008528797, 1731624777978226903, 
0.010998845100402832, -0.8105299472808838, -0.16567346486565504, -0.6251756295037411, 0.42510013613697273, -1.4706549736373207, 0.19005466110357044, -0.09492212923205198, 1731624778078158722, 
0.18870329856872559, -0.4402332901954651, -0.00065534946018872, -0.48635867693945933, 0.3594889705716828, -1.3529168256984911, 0.21418199507540683, -0.12812645026911934, 1731624778178163319, 
0.37235569953918457, -0.39291685819625854, 0.17414274607201477, -0.4267134464160486, 0.3284740000084579, -1.2990783027121207, 0.23027441723035408, -0.15872936410542252, 1731624778278160470, 
0.08097916841506958, -0.15332317352294922, 0.1265466194681722, -0.3032780334570036, 0.2784012795880737, -1.0893557454395968, 0.24253747201806156, -0.18864023194512775, 1731624778378364218, 
0.15398669242858887, -0.47795307636260986, 0.14349518184073612, -0.3326899272383303, 0.3890164649452713, -0.8552078310750542, 0.25311772431041285, -0.22337713111642454, 1731624778478204130, 
-0.2511245608329773, 0.3075476884841919, -0.05150042650263553, -0.15843328855060806, 0.21869876074156244, -0.7244361514139057, 0.2581296604245564, -0.2529031933116676, 1731624778578326809, 
-0.6177652478218079, -0.45584481954574585, -0.3145366718694257, -0.23279087820743255, 0.324281027886636, -0.7178677079092426, 0.2614506719514123, -0.28335456415864035, 1731624778678095702, 
-0.6174349784851074, 0.5839561820030212, -0.4654193392857897, -0.06738725676918911, 0.11347028819579269, -0.5938757875798515, 0.26175278732625007, -0.30409771269914443, 1731624778778169635, 
-0.06094789505004883, 0.1869274377822876, -0.2721642366113678, -0.06099637346995405, 0.1174092472069635, -0.5195193302145317, 0.261475138095992, -0.3192907490585062, 1731624778878304999, 
-0.2843253016471863, -0.3123626112937927, -0.2723620346126008, -0.11015525703339261, 0.2278235200494331, -0.48351134689469794, 0.2599107453720482, -0.34292267208086896, 1731624778978395940, 
-0.4988604187965393, 0.22906261682510376, -0.3808062341487549, -0.0719871659719238, 0.1683808522835355, -0.427525843916653, 0.2570819891627502, -0.3636012690647511, 1731624779078142692, 
-0.39011842012405396, -0.4848759174346924, -0.3799763168615724, -0.1334215853755434, 0.2608328054821496, -0.5115214902853709, 0.2521655692821965, -0.39154104501668546, 1731624779178365682, 
-0.6311490535736084, -0.09882330894470215, -0.4988148217268668, -0.12395509824320536, 0.22096729184609798, -0.5609658208126981, 0.2459334336511806, -0.4171994117981636, 1731624779278350048, 
-0.09769254922866821, -0.538297712802887, -0.30378518825467277, -0.18069976571067692, 0.30510428052601585, -0.5922557539970957, 0.2367529818541842, -0.4492894851661411, 1731624779378683941, 
-0.18079489469528198, 0.1419406533241272, -0.24870119114796582, -0.10125007569685249, 0.19889154837578, -0.5090717857229081, 0.2285512972752762, -0.4713949660655126, 1731624779478233899, 
-0.31395775079727173, -0.20425623655319214, -0.2775324433609057, -0.10778308475336489, 0.22572748567176182, -0.4774920716128297, 0.219116219117975, -0.4946485551881636, 1731624779578204474, 
-0.07425534725189209, -0.6884604096412659, -0.17605358557531958, -0.1738412665892222, 0.3311306509220048, -0.524992978164891, 0.20475776578633095, -0.5254304591703325, 1731624779678452654, 
-0.19590938091278076, -0.1906479001045227, -0.186574890206928, -0.14893987756880595, 0.28497915697103277, -0.5226342836853336, 0.19003186776663847, -0.5521459199292876, 1731624779778175495, 
0.23960930109024048, 0.07892149686813354, 0.012901444825402536, -0.100056272737113, 0.21496996057175752, -0.46544304362801403, 0.17793222889512428, -0.5714500309029442, 1731624779878106169, 
-0.7140451073646545, 0.3845449686050415, -0.33499365364484524, -0.04272511966521521, 0.11601893160149582, -0.3682598958243153, 0.16950934817978058, -0.5840072329070324, 1731624779978315683, 
-0.21832740306854248, 0.547697901725769, -0.2810006371442259, -0.015395164425531148, 0.0543807493814842, -0.28309952695821, 0.16412668299173097, -0.5914468730226236, 1731624780078212506, 
-0.006026506423950195, 0.08368116617202759, -0.14801774750517335, -0.02828568635669409, 0.10132494614330595, -0.27915816818386524, 0.15695335783249403, -0.6009294756819255, 1731624780178515783, 
-0.49229007959365845, -0.15432286262512207, -0.3081790337950476, -0.04316739969943652, 0.1557571646769165, -0.2771455155143435, 0.14558002248216365, -0.6151438315965227, 1731624780278434530, 
-0.18633711338043213, -0.21523374319076538, -0.24830232794177032, -0.05062758588576037, 0.1834037560285611, -0.276044433233288, 0.13177850492676266, -0.631152179686142, 1731624780378174569, 
-0.0933152437210083, -0.19821542501449585, -0.17352866250370197, -0.05034133104932097, 0.1969478316176996, -0.2556074399795363, 0.11705653580416797, -0.6472626464695301, 1731624780478370533, 
0.033379316329956055, -0.18303078413009644, -0.07468661211097548, -0.045701986786609826, 0.20535613064276437, -0.22254990217999665, 0.10197386726687481, -0.6629284913797756, 1731624780578415630, 
-0.5604952573776245, -0.22550010681152344, -0.304183627132726, -0.040914360196912, 0.20571415243402036, -0.19888937981568697, 0.08561035976170674, -0.6792774721874675, 1731624780678218645, 
-0.12838518619537354, -0.1118159294128418, -0.22051059488728672, -0.0377125934347702, 0.18891787843088964, -0.1996242692751089, 0.07008338667202352, -0.6939738087286874, 1731624780778029246, 
-0.0031852126121520996, -0.05366092920303345, -0.1173164685403984, -0.034303094832197976, 0.177388434056236, -0.19337841846736833, 0.05584494823142386, -0.7069254884799451, 1731624780878267206, 
