x, y, t, 
-0.5983591079711914, -0.8943526148796082, 1731624784470877106, 
-0.6057833433151245, -0.8964224457740784, 1731624784560751257, 
-0.6129353046417236, -0.8986177444458008, 1731624784660779551, 
-0.6198672652244568, -0.9006586074829102, 1731624784761109542, 
-0.6277638673782349, -0.9027497172355652, 1731624784870824063, 
-0.6342588663101196, -0.9047885537147522, 1731624784961749832, 
-0.6416319012641907, -0.9067267775535583, 1731624785062882360, 
-0.6491192579269409, -0.9089083075523376, 1731624785171773040, 
-0.65544593334198, -0.9107875823974609, 1731624785268821317, 
-0.6615434885025024, -0.9122987985610962, 1731624785360747840, 
-0.668071448802948, -0.9142557382583618, 1731624785460867759, 
-0.6754429936408997, -0.9163414835929871, 1731624785570582817, 
-0.681243896484375, -0.9178356528282166, 1731624785668829836, 
-0.6864482760429382, -0.919446587562561, 1731624785760755089, 
-0.6926787495613098, -0.9208623766899109, 1731624785860787902, 
-0.6989714503288269, -0.9227851629257202, 1731624785971511881, 
-0.7046919465065002, -0.9242181777954102, 1731624786071832612, 
-0.7098546028137207, -0.925743043422699, 1731624786160808600, 
-0.7150313854217529, -0.9270424842834473, 1731624786260789096, 
-0.7202684283256531, -0.9286632537841797, 1731624786358036143, 
-0.7266153693199158, -0.9302135109901428, 1731624786471835361, 
-0.7313740849494934, -0.9315627217292786, 1731624786560757766, 
-0.7363936901092529, -0.932731032371521, 1731624786660788164, 
-0.7417295575141907, -0.9343286752700806, 1731624786771192934, 
-0.7469237446784973, -0.9355726838111877, 1731624786870869090, 
-0.7513354420661926, -0.9369493722915649, 1731624786961300038, 
-0.7563554644584656, -0.9381946325302124, 1731624787061174727, 
-0.7614239454269409, -0.9395174384117126, 1731624787170562485, 
-0.7661657333374023, -0.9406720995903015, 1731624787270914819, 
-0.7698332071304321, -0.9416675567626953, 1731624787361524617, 
-0.7741174101829529, -0.9429267644882202, 1731624787460985067, 
-0.778749406337738, -0.944176435470581, 1731624787570895813, 
-0.7827463746070862, -0.9453762173652649, 1731624787670863964, 
-0.7866645455360413, -0.9463598132133484, 1731624787761227088, 
-0.7903381586074829, -0.9472910165786743, 1731624787860921686, 
-0.7946023941040039, -0.9484148025512695, 1731624787970609529, 
-0.7989727854728699, -0.9496062994003296, 1731624788070811497, 
-0.8022587299346924, -0.9504469633102417, 1731624788162769491, 
-0.8057106733322144, -0.9512563347816467, 1731624788260948987, 
-0.8098522424697876, -0.9522317051887512, 1731624788370789492, 
-0.8132181763648987, -0.9532541632652283, 1731624788470845647, 
-0.8165259957313538, -0.9541646838188171, 1731624788561773314, 
-0.8204702138900757, -0.9551706314086914, 1731624788660817991, 
-0.8237795829772949, -0.9561144113540649, 1731624788771369909, 
-0.82659512758255, -0.9568089842796326, 1731624788870851236, 
-0.8300066590309143, -0.957675576210022, 1731624788961777574, 
-0.8330278396606445, -0.9584945440292358, 1731624789060821562, 
-0.8363884687423706, -0.9593585133552551, 1731624789170985534, 
-0.8394757509231567, -0.9601864814758301, 1731624789270850644, 
-0.8422366380691528, -0.9608113765716553, 1731624789360778725, 
-0.8447555899620056, -0.9615758657455444, 1731624789460885534, 
-0.8479593992233276, -0.962410032749176, 1731624789561460796, 
-0.8513506054878235, -0.9632183313369751, 1731624789670848497, 
-0.8536278009414673, -0.9637889862060547, 1731624789760913859, 
-0.8565664887428284, -0.9645578265190125, 1731624789861117427, 
-0.8595842123031616, -0.9653902053833008, 1731624789970720720, 
-0.8625955581665039, -0.9661693572998047, 1731624790070860736, 
-0.8652991652488708, -0.9668657183647156, 1731624790160784709, 
-0.8680686950683594, -0.9675588011741638, 1731624790260894405, 
-0.8709961771965027, -0.9683317542076111, 1731624790360987107, 
-0.8742597103118896, -0.9691337943077087, 1731624790470858704, 
-0.8768103718757629, -0.9697891473770142, 1731624790560785623, 
-0.8797012567520142, -0.970516562461853, 1731624790662909041, 
-0.8829553723335266, -0.9713554382324219, 1731624790772016299, 
-0.8859248161315918, -0.9721303582191467, 1731624790869863183, 
-0.8887603878974915, -0.9727991223335266, 1731624790960794015, 
-0.8913448452949524, -0.9734978079795837, 1731624791061902699, 
-0.8945298790931702, -0.9742265343666077, 1731624791171010683, 
-0.8973035216331482, -0.9749506711959839, 1731624791268874948, 
-0.8998774290084839, -0.9756233096122742, 1731624791360792890, 
-0.9028298258781433, -0.976304292678833, 1731624791460912342, 
-0.9056258797645569, -0.9770728349685669, 1731624791559264482, 
-0.9086963534355164, -0.9778424501419067, 1731624791667867767, 
-0.9113991260528564, -0.9784982800483704, 1731624791760796342, 
-0.914309024810791, -0.9792360067367554, 1731624791860926908, 
-0.9176499843597412, -0.980074405670166, 1731624791970806129, 
-0.920809805393219, -0.9808104038238525, 1731624792071871599, 
-0.923424243927002, -0.981529176235199, 1731624792160800062, 
-0.9267131686210632, -0.982352614402771, 1731624792260933309, 
-0.9291715621948242, -0.9830390810966492, 1731624792356855943, 
-0.9322076439857483, -0.9838395714759827, 1731624792470881941, 
-0.9350540637969971, -0.9844513535499573, 1731624792560951936, 
-0.9380988478660583, -0.9852678179740906, 1731624792660833060, 
-0.940654993057251, -0.9859845042228699, 1731624792762958165, 
-0.9438791275024414, -0.9867410659790039, 1731624792871300102, 
-0.9466984272003174, -0.9873775839805603, 1731624792961186099, 
-0.9498474597930908, -0.9881862998008728, 1731624793060971598, 
-0.9534507989883423, -0.9889741539955139, 1731624793171482622, 
-0.956656277179718, -0.9897797107696533, 1731624793271127062, 
-0.9598569273948669, -0.9906314015388489, 1731624793366095783, 
-0.9632640480995178, -0.9914128184318542, 1731624793457527644, 
-0.9669208526611328, -0.9921764135360718, 1731624793556977454, 
-0.9709284901618958, -0.9931573271751404, 1731624793667021747, 
-0.9737684726715088, -0.9938294887542725, 1731624793766826238, 
-0.9733381867408752, -0.9938932061195374, 1731624793856847119, 
-0.974378764629364, -0.9939819574356079, 1731624793956260027, 
-0.9735363125801086, -0.9934845566749573, 1731624794066410033, 
-0.9719390869140625, -0.9930586218833923, 1731624794161812325, 
-0.9705744981765747, -0.992592990398407, 1731624794260948526, 
-0.9690125584602356, -0.992074728012085, 1731624794371217158, 
-0.9681899547576904, -0.9918653964996338, 1731624794470887720, 
-0.9682602286338806, -0.9915822148323059, 1731624794561818302, 
-0.9685950875282288, -0.9917818307876587, 1731624794660922157, 
-0.9697494506835938, -0.9923563003540039, 1731624794771510938, 
-0.9710662364959717, -0.9925613403320312, 1731624794871450386, 
-0.9721917510032654, -0.9929201602935791, 1731624794960818351, 
-0.9735711812973022, -0.9934136867523193, 1731624795060925330, 
-0.9751105904579163, -0.9938734769821167, 1731624795162238471, 
-0.9767877459526062, -0.9941624402999878, 1731624795270890201, 
-0.9781925082206726, -0.9945202469825745, 1731624795360867117, 
-0.9795224070549011, -0.994852602481842, 1731624795462243899, 
-0.9812231063842773, -0.9953103065490723, 1731624795571820489, 
-0.9826464056968689, -0.995617687702179, 1731624795671890549, 
-0.983859658241272, -0.9959095120429993, 1731624795761826831, 
-0.9845348000526428, -0.996376633644104, 1731624795860864853, 
-0.9843825697898865, -0.99604731798172, 1731624795972198415, 
-0.984017014503479, -0.9959051012992859, 1731624796071003726, 
-0.9846289157867432, -0.9961361885070801, 1731624796160828268, 
-0.9847159385681152, -0.9956617951393127, 1731624796262897323, 
-0.9842170476913452, -0.9956344962120056, 1731624796361448114, 
-0.9840041399002075, -0.995736300945282, 1731624796469902640, 
-0.9844768047332764, -0.995924174785614, 1731624796561831113, 
-0.9850044250488281, -0.9959747791290283, 1731624796662894119, 
-0.9860765337944031, -0.9963070750236511, 1731624796771079916, 
-0.9864172339439392, -0.9964136481285095, 1731624796869906952, 
-0.9870522618293762, -0.9965394139289856, 1731624796961833794, 
-0.9876023530960083, -0.9969871044158936, 1731624797060867075, 
-0.9893692135810852, -0.9971094131469727, 1731624797158399622, 
-0.9906260371208191, -0.9974530935287476, 1731624797268910778, 
