x, y, theta, stamp, 
1.465408701051274e-07, -1.693722708751011e-07, 1.6688864151831003e-06, 1729803520026956317, 
1.465408701051274e-07, -1.693722708751011e-07, 1.6688861309625031e-06, 1729803520069840966, 
1.465408701051274e-07, -1.693722708751011e-07, 1.668885791248383e-06, 1729803520120698770, 
0.00022947647084947675, -0.00022400726447813213, 0.002500519408849241, 1729803520170780265, 
0.002714115660637617, -0.000144645367981866, 0.013112428634792991, 1729803520217738408, 
0.015538077801465988, 0.00019881724438164383, 0.0482857614643457, 1729803520329431592, 
0.03454405069351196, 0.001754828030243516, 0.10155827031600459, 1729803520428896216, 
0.05532095581293106, 0.004453221336007118, 0.15571344048897287, 1729803520518889679, 
0.07717884331941605, 0.008196715265512466, 0.2161976868896354, 1729803520619695295, 
0.09614365547895432, 0.012669095769524574, 0.26382582373343033, 1729803520709393200, 
0.1209285780787468, 0.01990938000380993, 0.3218936217912441, 1729803520829598312, 
0.1395733505487442, 0.026484837755560875, 0.3622729255596913, 1729803520919717673, 
0.15991273522377014, 0.03487676754593849, 0.39283240992836815, 1729803521018724291, 
0.17730121314525604, 0.0425109900534153, 0.4170601919065896, 1729803521108854221, 
0.20117467641830444, 0.0537138395011425, 0.4645796736108322, 1729803521229286712, 
0.2188248485326767, 0.06268774718046188, 0.5047299865835769, 1729803521319031530, 
0.23764242231845856, 0.07367901504039764, 0.5511885365240606, 1729803521419221017, 
0.25778868794441223, 0.08670130372047424, 0.6007998021758284, 1729803521529283891, 
0.2754613757133484, 0.09954014420509338, 0.639568391426223, 1729803521629191576, 
0.29036155343055725, 0.1105811819434166, 0.6467590393346072, 1729803521718922460, 
0.30801934003829956, 0.1238449215888977, 0.6463138403229052, 1729803521818716550, 
0.323402464389801, 0.13571171462535858, 0.6662480098275642, 1729803521910333609, 
0.3428092896938324, 0.15171824395656586, 0.7065237162707427, 1729803522028766628, 
0.3577398657798767, 0.16479501128196716, 0.7463064217758072, 1729803522118750731, 
0.37343186140060425, 0.18018145859241486, 0.7828848930253122, 1729803522218787634, 
0.38724321126937866, 0.19445210695266724, 0.7841331695396329, 1729803522309457386, 
0.40570878982543945, 0.21232084929943085, 0.7721189362557753, 1729803522428772960, 
0.42030665278434753, 0.22678592801094055, 0.7789542017225756, 1729803522523767070, 
0.43480435013771057, 0.24176587164402008, 0.7981504476628957, 1729803522619702563, 
0.44766098260879517, 0.2558548152446747, 0.8281546224325733, 1729803522708776267, 
0.46413734555244446, 0.2751391530036926, 0.8609367603954898, 1729803522829982171, 
0.47718408703804016, 0.28955215215682983, 0.8445150772186848, 1729803522919714273, 
0.491668701171875, 0.3047672212123871, 0.8178351983712384, 1729803523018770565, 
0.505239725112915, 0.31904783844947815, 0.8152447646107995, 1729803523108952809, 
0.5219980478286743, 0.3372328579425812, 0.833234524176305, 1729803523223827161, 
0.5355479717254639, 0.35310351848602295, 0.856969423063261, 1729803523318721057, 
0.5491458177566528, 0.36966392397880554, 0.879712204366069, 1729803523419208750, 
0.5616114139556885, 0.38468435406684875, 0.8648313789336611, 1729803523509290173, 
0.5783326029777527, 0.4032191038131714, 0.8310395714986232, 1729803523624836140, 
0.5922134518623352, 0.417709618806839, 0.8213560973555786, 1729803523718726578, 
0.6068734526634216, 0.4333847463130951, 0.8253635116034586, 1729803523819748229, 
0.6199046969413757, 0.44819724559783936, 0.8389358794302165, 1729803523909597240, 
0.6368825435638428, 0.4676331877708435, 0.8527369931321311, 1729803524025845153, 
0.6504037380218506, 0.48235461115837097, 0.8282461601017144, 1729803524118732172, 
0.6646634340286255, 0.4970114529132843, 0.7952300705458355, 1729803524216787312, 
0.6790029406547546, 0.5107876062393188, 0.7798578110927623, 1729803524309546120, 
0.6970760822296143, 0.5285280346870422, 0.7735117828599329, 1729803524426933416, 
0.7111532688140869, 0.5423844456672668, 0.7750105603454118, 1729803524518802776, 
0.7260768413543701, 0.5572689175605774, 0.780571737685057, 1729803524616740297, 
0.7436607480049133, 0.5739370584487915, 0.7574634756866853, 1729803524731590475, 
0.7592871189117432, 0.5880410671234131, 0.7316815776042779, 1729803524828885382, 
0.7732524871826172, 0.5996062755584717, 0.7164636349507725, 1729803524918772985, 
0.7900574207305908, 0.6135530471801758, 0.705499647868115, 1729803525018823054, 
0.8048211932182312, 0.6260296106338501, 0.7018058871006471, 1729803525109291203, 
0.8251282572746277, 0.642677366733551, 0.6786201975087264, 1729803525229031910, 
0.8401764035224915, 0.6545251607894897, 0.6574050707291264, 1729803525318778458, 
0.8575326800346375, 0.6671257019042969, 0.6414835017689996, 1729803525418862451, 
0.8730775117874146, 0.678493320941925, 0.6301010840026425, 1729803525509356881, 
0.894300639629364, 0.6935686469078064, 0.620500089492672, 1729803525628804457, 
0.9101598262786865, 0.7050323486328125, 0.6113532299770699, 1729803525720135299, 
0.9282286763191223, 0.7169697284698486, 0.589663848013915, 1729803525818960342, 
0.9444061517715454, 0.7275022268295288, 0.5657882209432146, 1729803525908946674, 
0.9663605690002441, 0.7403213977813721, 0.5439038264140642, 1729803526028977125, 
0.9832814931869507, 0.7499039769172668, 0.5335059097771191, 1729803526118891112, 
1.0024231672286987, 0.7607410550117493, 0.5168661819884256, 1729803526219175675, 
1.0236341953277588, 0.7719361186027527, 0.49732263476888566, 1729803526329165010, 
1.0423649549484253, 0.7815576791763306, 0.47958105345264784, 1729803526428884753, 
1.0596637725830078, 0.7901334762573242, 0.4671932996332308, 1729803526518986582, 
1.079236388206482, 0.7995352149009705, 0.4545018991669132, 1729803526618771513, 
1.0968754291534424, 0.8079478144645691, 0.443364286674176, 1729803526710699078, 
1.12056303024292, 0.8187727928161621, 0.4241159678331604, 1729803526828846844, 
1.138442873954773, 0.8262525200843811, 0.4082639229764624, 1729803526918779756, 
1.1580785512924194, 0.8345713019371033, 0.39306212739020785, 1729803527018779970, 
1.1770180463790894, 0.8419419527053833, 0.38138924373413735, 1729803527112755988, 
1.1991547346115112, 0.8506664633750916, 0.3639495818467598, 1729803527223850622, 
1.2196828126907349, 0.8580425381660461, 0.3482456473342351, 1729803527324062412, 
1.2382982969284058, 0.8645600080490112, 0.3336729001529467, 1729803527413966217, 
1.258683443069458, 0.8712267279624939, 0.3182796873646512, 1729803527513813879, 
1.282156229019165, 0.878575325012207, 0.29998577735737136, 1729803527629864025, 
1.3005969524383545, 0.8837906718254089, 0.28692562124026244, 1729803527718793793, 
1.3214503526687622, 0.8896024227142334, 0.2731564524287043, 1729803527818801151, 
1.3401044607162476, 0.8947736620903015, 0.2630394910246875, 1729803527909575984, 
1.3642607927322388, 0.900914192199707, 0.24849760293978704, 1729803528025016755, 
1.3831541538238525, 0.9054516553878784, 0.2337064894200719, 1729803528118801126, 
1.403166651725769, 0.9099256992340088, 0.22235138889418962, 1729803528219916302, 
1.421162724494934, 0.9138482213020325, 0.2142836078277023, 1729803528309652152, 
1.4440256357192993, 0.9188622832298279, 0.20403647032840647, 1729803528425936557, 
1.461226224899292, 0.922134280204773, 0.1966374488029319, 1729803528519868857, 
1.4785339832305908, 0.9253843426704407, 0.18771655115388416, 1729803528615835206, 
1.4958407878875732, 0.9286234974861145, 0.17900831689353566, 1729803528708954090, 
1.5176959037780762, 0.932736873626709, 0.1713363160679576, 1729803528826942367, 
1.5335755348205566, 0.9354419708251953, 0.164669108871787, 1729803528918814568, 
1.5507183074951172, 0.9381991624832153, 0.15484271327178173, 1729803529016839607, 
1.5667363405227661, 0.9403957724571228, 0.1454543656919997, 1729803529109044561, 
1.5873639583587646, 0.9432815313339233, 0.13589289850235778, 1729803529227963050, 
1.6018141508102417, 0.944970428943634, 0.13343913554751027, 1729803529319841933, 
1.6177297830581665, 0.9472329020500183, 0.12953870235826456, 1729803529417936695, 
1.6361026763916016, 0.9492669105529785, 0.12263351675921091, 1729803529530064238, 
1.6521903276443481, 0.9513823390007019, 0.11393976335370365, 1729803529628892869, 
1.665853500366211, 0.9528304934501648, 0.10708704610847737, 1729803529719893146, 
1.681355595588684, 0.9542672634124756, 0.09881551842555436, 1729803529818850142, 
1.694748878479004, 0.9556100368499756, 0.09753665716229998, 1729803529909240097, 
1.7116930484771729, 0.9570765495300293, 0.09597032643643608, 1729803530029022124, 
1.7242779731750488, 0.9582783579826355, 0.09227797540036058, 1729803530119872694, 
1.7384809255599976, 0.9595713019371033, 0.08905316564499513, 1729803530219187780, 
1.7515850067138672, 0.9608434438705444, 0.08158908354586353, 1729803530309189507, 
1.7688347101211548, 0.9620827436447144, 0.07545413355744701, 1729803530429037558, 
1.781869649887085, 0.9630835652351379, 0.07086056393659569, 1729803530519445209, 
1.794273018836975, 0.9639970660209656, 0.06661414814528172, 1729803530619702363, 
1.8051910400390625, 0.9647399187088013, 0.06739398383542823, 1729803530708894545, 
1.8205523490905762, 0.9657397270202637, 0.06612509147835795, 1729803530828721629, 
1.8311479091644287, 0.9664839506149292, 0.06299226316131412, 1729803530918725183, 
1.8437275886535645, 0.9672026038169861, 0.060502458911359754, 1729803531018990658, 
1.855272889137268, 0.9678886532783508, 0.05661291545197198, 1729803531110328494, 
1.8692415952682495, 0.9687581062316895, 0.05281537496675169, 1729803531228920098, 
1.8791229724884033, 0.9691325426101685, 0.05115072544062982, 1729803531318918872, 
1.8904496431350708, 0.9697579145431519, 0.05191513868508757, 1729803531418849860, 
1.9009073972702026, 0.9702765941619873, 0.05087084715671331, 1729803531510963311, 
1.914211630821228, 0.9708117246627808, 0.04903382557902659, 1729803531629943876, 
1.9241410493850708, 0.9713771343231201, 0.04658311984707689, 1729803531722860816, 
1.9338181018829346, 0.9718771576881409, 0.045136146647865465, 1729803531814912019, 
1.9441182613372803, 0.9724093675613403, 0.04241076632923533, 1729803531914188686, 
1.9554694890975952, 0.9726945757865906, 0.04102125048552578, 1729803532024980017, 
1.9647830724716187, 0.9732248783111572, 0.03778944431824908, 1729803532123869009, 
1.9742753505706787, 0.9735010862350464, 0.036923753905366626, 1729803532218916191, 
1.9830834865570068, 0.9736391305923462, 0.03692377625350944, 1729803532308849936, 
1.9945732355117798, 0.9741763472557068, 0.0369161523396594, 1729803532425183100, 
2.0031073093414307, 0.9744361639022827, 0.036758781163658986, 1729803532518935839, 
2.0118796825408936, 0.9748281240463257, 0.035125837265866135, 1729803532618886908, 
2.019881248474121, 0.9751096963882446, 0.0333770053795123, 1729803532709882575, 
2.030287742614746, 0.9754654765129089, 0.03065520059842736, 1729803532825991275, 
2.038313865661621, 0.9756455421447754, 0.02959853922150803, 1729803532918882437, 
2.046729326248169, 0.9758514165878296, 0.02851707340368697, 1729803533019936266, 
2.054121732711792, 0.9761424660682678, 0.02811033588705296, 1729803533109263764, 
2.0636038780212402, 0.9764050841331482, 0.02847941889879603, 1729803533226025117, 
2.0711135864257812, 0.9765520095825195, 0.027788478284085715, 1729803533319011619, 
2.078861951828003, 0.9767425060272217, 0.02850041344848292, 1729803533416914065, 
2.0860352516174316, 0.9769525527954102, 0.030051330405545064, 1729803533510364095, 
2.0950417518615723, 0.9773720502853394, 0.02975641712924846, 1729803533627107366, 
2.1015450954437256, 0.9774971604347229, 0.029551614685930566, 1729803533718894724, 
2.1088390350341797, 0.9779073596000671, 0.028856865874109072, 1729803533817918894, 
2.1157023906707764, 0.977851152420044, 0.027543898466878523, 1729803533909978447, 
2.123962879180908, 0.9781568050384521, 0.027311916608506133, 1729803534028010524, 
2.130038022994995, 0.9785621762275696, 0.027594435603806568, 1729803534120968685, 
2.136648416519165, 0.9784101247787476, 0.028177612488535557, 1729803534218923340, 
2.142876625061035, 0.978788435459137, 0.028746726608960743, 1729803534310576256, 
2.151010036468506, 0.9789717793464661, 0.027009857135408835, 1729803534428973074, 
2.156460762023926, 0.9790527820587158, 0.026990293526707888, 1729803534520009674, 
2.1625969409942627, 0.9791901111602783, 0.025623438242021703, 1729803534618932033, 
2.168067455291748, 0.9793210625648499, 0.025623438242021703, 1729803534709585155, 
2.1755943298339844, 0.9796316027641296, 0.0256448993712219, 1729803534830030769, 
2.1808993816375732, 0.9796591997146606, 0.026522531668944357, 1729803534920049697, 
2.186814069747925, 0.9800247550010681, 0.026525890971144935, 1729803535019178427, 
2.192091226577759, 0.9800513386726379, 0.026971770178157797, 1729803535109429690, 
2.1986446380615234, 0.9803720116615295, 0.02697182232785014, 1729803535229165259, 
2.20332407951355, 0.9803609251976013, 0.026739148932839234, 1729803535319091643, 
2.208698272705078, 0.9807494282722473, 0.02595666154663151, 1729803535418826398, 
2.2136526107788086, 0.9807884693145752, 0.02652769311058614, 1729803535510189318, 
2.2203149795532227, 0.9811475872993469, 0.02576596166064479, 1729803535630048618, 
2.2247698307037354, 0.9811353087425232, 0.026780169738926555, 1729803535719157599, 
