imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.018948733806610107, -0.003446519374847412, -0.011139578489555838, -9.752951857961127e-12, -0.00022900748730364425, 4.258791698382137e-08, 1.635767766454602e-05, 0.0, 1731624027395283749, 
0.0026112794876098633, 0.01830369234085083, -0.0033494717444525366, 9.368467762304906e-10, -0.0003981988295786894, -2.352711024343574e-06, 3.0673914872580026e-05, 1.2552698785043243e-12, 1731624027490156945, 
0.020597338676452637, -0.007360577583312988, 0.01009264882515971, 7.487248379440974e-09, 2.5583278108721845e-05, 0.0002926618061853623, -4.091913546350048e-06, -4.140252415277321e-10, 1731624027590640540, 
0.0006124973297119141, 0.009337246417999268, 0.004718772396603032, -0.0001511494816160346, -0.0017963817686978269, 0.0841410685912276, -0.00019609035632146404, -4.829510045919881e-08, 1731624027690481586, 
-0.7425833940505981, 0.09791332483291626, -0.41350339820393905, -0.0013409497444892334, -0.003020285204543738, 0.4439811652462156, 0.0012151717918226469, -3.1308013237147196e-07, 1731624027791012803, 
-0.2531837224960327, 0.2018374800682068, -0.32179834492281034, 0.031115503436625423, 0.03952049613987872, 0.7873257290722087, 0.007037455171309357, 0.00014423711674378494, 1731624027890720114, 
-0.008943259716033936, 0.015558302402496338, -0.14642355791290254, 0.020346863662003323, 0.02046559036558144, 0.9941987159198795, 0.011213465662619307, 0.0006591874204647579, 1731624027991082466, 
0.26641786098480225, -0.01723003387451172, 0.08467513272229776, 0.010175608749572558, 0.009913654335448925, 1.0264235977228846, 0.012604825320264931, 0.0010372418085102903, 1731624028090567882, 
-0.07170110940933228, 0.041132986545562744, -0.0024711657606050486, 0.03176658739714628, 0.03130349493029511, 1.0147936346367188, 0.014490750581682752, 0.0015586584119282082, 1731624028290420324, 
0.0697367787361145, -0.1662645936012268, 0.036354401743945164, -0.027474007236394968, -0.027043753520376107, 1.0159095413916817, 0.01461936079719301, 0.001803391018757696, 1731624028490449748, 
-0.20886826515197754, 0.026254475116729736, -0.09962139763413247, 0.021860893272073693, 0.021595982072998725, 1.0122666891544694, 0.014487744289514031, 0.0015476774984086027, 1731624028590663465, 
0.07761943340301514, -0.03773772716522217, -0.0003415156191495239, 0.016122307474675822, 0.016006025637218507, 1.0072648788708, 0.016207513092651567, 0.0027920583608684667, 1731624028690676424, 
0.5513007044792175, 0.41256827116012573, 0.31275898602725055, 0.17682989358880688, 0.18105310596960195, 0.9766741787820855, 0.02283694663005955, 0.00821000804601281, 1731624028790501786, 
0.6459733247756958, -0.0037929415702819824, 0.4961713419246781, 0.11139902894042333, 0.10088297276580585, 1.1042401496140475, 0.031076119219689044, 0.017505652619360327, 1731624028890571676, 
-0.40567129850387573, -0.6789370775222778, -0.016741154350113863, -0.21826310495300189, -0.1630738640734728, 1.3384309386000912, 0.027903077507192668, 0.014578826408289024, 1731624028990379372, 
-0.19737887382507324, 0.5316873788833618, -0.10880402235914452, 0.19270035322721157, 0.16665357339030118, 1.1562929573427692, 0.028370287842717813, 0.01360212810309683, 1731624029090690946, 
0.9619856476783752, 0.33219558000564575, 0.4917751420790589, 0.2123729198267866, 0.20829813684544912, 1.01956226322063, 0.035109234123447526, 0.029538668051876202, 1731624029190592308, 
-0.21286940574645996, 0.17237013578414917, 0.09538172795709943, 0.21264017887383396, 0.17734183898339434, 1.1990412420035006, 0.04016441305581317, 0.04689980317292246, 1731624029290429050, 
-0.21716701984405518, -0.10679608583450317, -0.08284036456343907, 0.07778228907801367, 0.06254135030627357, 1.2436937913412986, 0.0421122008936406, 0.05916455351534219, 1731624029390341504, 
-0.032460570335388184, 0.2782323956489563, -0.051818535801452584, 0.17308441956021842, 0.16020021425410202, 1.0804256434119375, 0.043159319594416067, 0.07056293295481558, 1731624029490421897, 
