x, y, t, 
-1.500997859693598e-05, 1.7594080418348312e-05, 1731624027362076339, 
-1.500997859693598e-05, 1.7594080418348312e-05, 1731624027404986970, 
-1.2766125109919813e-05, 1.4963034118409269e-05, 1731624027454949313, 
-0.00020232440147083253, -4.505373726715334e-05, 1731624027505098241, 
5.7333760196343064e-05, 6.921785097802058e-05, 1731624027555982844, 
0.0008974726661108434, 0.0005604999605566263, 1731624027601429656, 
0.0028602350503206253, 0.0006267916178330779, 1731624027666001547, 
0.004347321577370167, 0.0008771575521677732, 1731624027715158183, 
0.005660379305481911, 0.0009516774443909526, 1731624027761128122, 
0.007317082025110722, 0.0012537083821371198, 1731624027805073971, 
0.00935096200555563, 0.0018288777209818363, 1731624027855008515, 
0.014894709922373295, 0.0036840541288256645, 1731624027964722862, 
0.02076711691915989, 0.0064875902608036995, 1731624028065347749, 
0.02654789201915264, 0.009755637496709824, 1731624028159889298, 
0.03297937288880348, 0.01503672543913126, 1731624028255053510, 
0.04006322845816612, 0.022612227126955986, 1731624028354671585, 
0.04871060699224472, 0.03454313799738884, 1731624028465251784, 
0.055274367332458496, 0.04559806361794472, 1731624028565312247, 
0.05909977853298187, 0.054212626069784164, 1731624028655081963, 
0.0630059540271759, 0.06767062842845917, 1731624028749629387, 
0.06679113954305649, 0.0878695622086525, 1731624028861325705, 
0.06777727603912354, 0.10364918410778046, 1731624028960987146, 
0.06698720902204514, 0.11804243177175522, 1731624029059148573, 
0.06384773552417755, 0.13645018637180328, 1731624029168819324, 
0.059383366256952286, 0.15194284915924072, 1731624029261121731, 
0.052373409271240234, 0.16948066651821136, 1731624029365087212, 
0.044682152569293976, 0.18493889272212982, 1731624029454999820, 
0.03383373096585274, 0.20228175818920135, 1731624029554680994, 
0.01973031833767891, 0.21970190107822418, 1731624029665050300, 
0.004541926551610231, 0.23474621772766113, 1731624029764978561, 
-0.011085564270615578, 0.2477448582649231, 1731624029855000710, 
-0.030583269894123077, 0.2610031068325043, 1731624029955363619, 
-0.053918179124593735, 0.2737260162830353, 1731624030065034182, 
-0.07794018089771271, 0.28340429067611694, 1731624030164978428, 
-0.10066907107830048, 0.29016345739364624, 1731624030255052765, 
-0.13078442215919495, 0.2960047721862793, 1731624030364667486, 
-0.16119414567947388, 0.2981410026550293, 1731624030465047705, 
-0.19224007427692413, 0.29740390181541443, 1731624030564985474, 
-0.22069402039051056, 0.2939561903476715, 1731624030656010197, 
-0.25509506464004517, 0.28596383333206177, 1731624030765270848, 
