x, y, theta, stamp, 
-8.373692850227599e-08, 9.678488055442358e-08, -9.534906581609066e-07, 1729803806285150232, 
-8.373692850227599e-08, 9.678488055442358e-08, -9.534861106648692e-07, 1729803806325959440, 
-8.373692850227599e-08, 9.678488055442358e-08, -9.534751966743793e-07, 1729803806424010192, 
-1.0110827133757994e-05, 6.220503564691171e-05, -0.0008990770898849742, 1729803806525476222, 
0.0052625564858317375, -0.00010028060205513611, -0.04848412202777101, 1729803806634569288, 
0.012376492843031883, -0.0005965265445411205, -0.13052717430824076, 1729803806724064415, 
0.02370169200003147, -0.002653119619935751, -0.26710946654981416, 1729803806823938010, 
0.037144217640161514, -0.007727396674454212, -0.4300073951894629, 1729803806919920625, 
0.053574178367853165, -0.018051905557513237, -0.6349649817838481, 1729803807029565416, 
0.0670931488275528, -0.03037796914577484, -0.8204451989670107, 1729803807128958281, 
0.07869958132505417, -0.045079562813043594, -0.9762399776272993, 1729803807218945488, 
0.08906383067369461, -0.06348039209842682, -1.13396432896153, 1729803807320052373, 
0.09519144892692566, -0.08031851798295975, -1.2720688613003095, 1729803807414056919, 
0.10020311921834946, -0.1023297905921936, -1.4165464974668684, 1729803807523973047, 
0.10173296183347702, -0.12345666438341141, -1.537720704082341, 1729803807623929951, 
0.10167236626148224, -0.1428937315940857, -1.6397879831499484, 1729803807720954435, 
0.09965359419584274, -0.16189950704574585, -1.7264136571707882, 1729803807813818655, 
0.09560970962047577, -0.18470178544521332, -1.8195899773647062, 1729803807923965802, 
0.08996612578630447, -0.20540280640125275, -1.8963385373666781, 1729803808023982331, 
0.08284757286310196, -0.22491292655467987, -1.962593120505712, 1729803808121958922, 
0.07475090026855469, -0.2431497573852539, -2.019089233411996, 1729803808214152598, 
0.06411030888557434, -0.26394277811050415, -2.0816650449678815, 1729803808325090719, 
0.05325847491621971, -0.2820081412792206, -2.1318884419677055, 1729803808423974544, 
0.04166853427886963, -0.2990068793296814, -2.175868534784597, 1729803808523039796, 
0.027556993067264557, -0.31787511706352234, -2.221982753186918, 1729803808633277323, 
0.015238676220178604, -0.33311423659324646, -2.256437325405847, 1729803808723971257, 
0.0012605679221451283, -0.3492942154407501, -2.2921526761806774, 1729803808825967250, 
-0.01286716852337122, -0.3641693592071533, -2.3202362591537633, 1729803808923038493, 
-0.02687143161892891, -0.3784547746181488, -2.3448887111066954, 1729803809016577773, 
-0.04411141201853752, -0.39484739303588867, -2.3729946958901467, 1729803809124854049, 
-0.05985798314213753, -0.4092135727405548, -2.395890451707573, 1729803809224166634, 
-0.07565328478813171, -0.4233320653438568, -2.416318447648656, 1729803809327434309, 
-0.0903775617480278, -0.4357468783855438, -2.4316713688594067, 1729803809414751808, 
-0.10847604274749756, -0.4507027268409729, -2.4484265007176615, 1729803809524296574, 
-0.12463662773370743, -0.4638356566429138, -2.4628643633712053, 1729803809623994984, 
-0.14089903235435486, -0.4765159487724304, -2.4755912245905476, 1729803809725235944, 
-0.15508371591567993, -0.4874741733074188, -2.488639328549612, 1729803809816160896, 
-0.17244666814804077, -0.5001728534698486, -2.500768395737024, 1729803809924013997, 
-0.18808482587337494, -0.5115177631378174, -2.5113277849533975, 1729803810025155961, 
-0.2033705711364746, -0.5225251913070679, -2.5222522851252416, 1729803810124994230, 
-0.2172912359237671, -0.5318351984024048, -2.530794127296559, 1729803810214322468, 
-0.23388294875621796, -0.5432121753692627, -2.5419866634832315, 1729803810324989873, 
-0.24852485954761505, -0.5531132817268372, -2.547451986849127, 1729803810425006816, 
-0.26316994428634644, -0.5629498958587646, -2.5519499599611675, 1729803810525031314, 
-0.2786503732204437, -0.5732281804084778, -2.5584845725070156, 1729803810634705322, 
-0.29123350977897644, -0.5815600156784058, -2.5634329009114944, 1729803810726113291, 
-0.3047623038291931, -0.5904792547225952, -2.568105684264114, 1729803810823994570, 
-0.31841960549354553, -0.5994358062744141, -2.5709764978433514, 1729803810925060762, 
-0.3306617736816406, -0.6073307394981384, -2.575190283719502, 1729803811016166266, 
-0.3448350429534912, -0.6161923408508301, -2.5786230160086023, 1729803811125062902, 
-0.35785937309265137, -0.624382495880127, -2.5815565620500434, 1729803811223998734, 
-0.37059706449508667, -0.6324083209037781, -2.5856866826142606, 1729803811325055435, 
-0.38232362270355225, -0.6397204399108887, -2.5882448694575433, 1729803811418883004, 
-0.3955557644367218, -0.6478989124298096, -2.5903510802914247, 1729803811530085846, 
-0.4063848853111267, -0.6544895768165588, -2.592518737685668, 1729803811619001070, 
-0.4181615710258484, -0.6617857217788696, -2.596480405436588, 1729803811720012048, 
-0.4297489523887634, -0.6688634753227234, -2.5986581323164057, 1729803811820476162, 
