e, e_dot, e_int, stamp, 
-2.3561934464562446, -7.424719632106431e-11, -0.3271809277259555, 1729803806424010192, 
-2.3552592561128702, 0.003068975669592073, -0.47003800532201817, 1729803806525476222, 
-2.3103848770387896, 0.14018242302723224, -0.49283725767368947, 1729803806634569288, 
-2.2321157544748753, 0.42863443171228804, -0.45660455727721216, 1729803806724064415, 
-2.1021244519320765, 0.7253737377739929, -0.4194280534070878, 1729803806823938010, 
-1.948294088371845, 0.9680827058940645, -0.41015778539013253, 1729803806919920625, 
-1.756403057899694, 1.1176017318793463, -0.39801388744779465, 1729803807029565416, 
-1.5835698252490653, 1.1630016909332042, -0.36848231067629533, 1729803807128958281, 
-1.4407459220800551, 1.1086825326010612, -0.3017909571819956, 1729803807218945488, 
-1.297397057253696, 1.0016510493434012, -0.27528459475884226, 1729803807320052373, 
-1.1710135266545743, 0.920745303386174, -0.2542403732954474, 1729803807414056919, 
-1.0406771025969506, 0.8434071110089042, -0.23852517538574844, 1729803807523973047, 
-0.9318171465803977, 0.7582832043644028, -0.21991250267647397, 1729803807623929951, 
-0.8406201330209109, 0.6763356836018047, -0.18471039186939184, 1729803807720954435, 
-0.7639474124126149, 0.5885271469062174, -0.16054360067065435, 1729803807813818655, 
-0.6822559461917703, 0.5224336242631473, -0.15475038770752148, 1729803807923965802, 
-0.6153219062079887, 0.47029578680741874, -0.14441924260661398, 1729803808023982331, 
-0.5577573556668272, 0.41892116611195357, -0.12244786883031752, 1729803808121958922, 
-0.5089575925771861, 0.37228387224917087, -0.10662446590499244, 1729803808214152598, 
-0.45478615723311444, 0.33920702130686325, -0.10302175123101849, 1729803808325090719, 
-0.41137536207459213, 0.30910373744856967, -0.09617672267915996, 1729803808423974544, 
-0.37338261409173157, 0.27417346785669733, -0.08178887236906122, 1729803808523039796, 
-0.33357255024636245, 0.24821407478218938, -0.07802322900623604, 1729803808633277323, 
-0.3039616494265762, 0.22920749935615817, -0.06770833077973336, 1729803808723971257, 
-0.2731445089935134, 0.20954444159109323, -0.058492871297797636, 1729803808825967250, 
-0.24912682658826624, 0.18318798232189923, -0.054825305539214275, 1729803808923038493, 
-0.22830769789318506, 0.15666474140308662, -0.047689420707832504, 1729803809016577773, 
-0.20421039460189272, 0.14837494517558497, -0.0458555161131267, 1729803809124854049, 
-0.18466077520638535, 0.13980107571422049, -0.04270648605980548, 1729803809224166634, 
-0.16749119769832133, 0.1210374038879748, -0.03756934435456749, 1729803809327434309, 
-0.1546975151863399, 0.10426065291462483, -0.03219933262654768, 1729803809414751808, 
-0.14096857842011445, 0.09061543152073365, -0.030392731139174317, 1729803809524296574, 
-0.12916472296916437, 0.08124093510975156, -0.029630983107651967, 1729803809623994984, 
-0.11874302284914817, 0.073778395426019, -0.026046854533461748, 1729803809725235944, 
-0.10769534944740089, 0.07481425697264889, -0.02277826437058623, 1729803809816160896, 
-0.09748210988338801, 0.07206634816931727, -0.021462760924849698, 1729803809924013997, 
-0.08863891923387612, 0.06070976133052792, -0.020468724378728927, 1729803810025155961, 
-0.07938512998288383, 0.060040415135537095, -0.017787163239627604, 1729803810124994230, 
-0.07175214132234897, 0.05937885803221595, -0.01511920814201656, 1729803810214322468, 
-0.06195752151449607, 0.05798459562691974, -0.014206010036644486, 1729803810324989873, 
-0.057642623296738194, 0.04388222762654732, -0.013438310547454474, 1729803810425006816, 
-0.054275828568407736, 0.025600458004549593, -0.011594133423380408, 1729803810525031314, 
-0.04886599139618397, 0.02766207384686173, -0.011238752513314217, 1729803810634705322, 
-0.044845460235098056, 0.031103663734915955, -0.00991919162446886, 1729803810726113291, 
-0.041167479228375825, 0.027186803459924996, -0.00851037713115621, 1729803810823994570, 
-0.03929052670836919, 0.01871581885188787, -0.008309602567474076, 1729803810925060762, 
-0.035854670194626515, 0.01876148611736654, -0.007450668079488129, 1729803811016166266, 
-0.03304308301535608, 0.021177267611514308, -0.007212629168863127, 1729803811125062902, 
-0.030759355448669368, 0.01630059277726864, -0.006903994282090602, 1729803811223998734, 
-0.027310130869889093, 0.01907149791707005, -0.0060739445097425645, 1729803811325055435, 
-0.025311579836819753, 0.018477276956950145, -0.005416552736504197, 1729803811418883004, 
-0.023773893142537528, 0.01170933938326061, -0.005221140685268056, 1729803811530085846, 
-0.021961610185869063, 0.011403302998343155, -0.004739268292655418, 1729803811619001070, 
-0.018567032262424288, 0.01799605810411963, -0.0040709121212454446, 1729803811720012048, 
-0.0168379220265078, 0.01693908411101232, -0.0038526446184281643, 1729803811820476162, 
-0.01567754031042945, 0.009436773802537822, -0.003490832879075676, 1729803811925023544, 
-0.015730476893528245, 0.0035213968071364714, -0.00327286339802253, 1729803812023987387, 
-0.015821002800086248, -0.000492392240397923, -0.0030704555358979585, 1729803812120059702, 
-0.015373156890297501, 0.0012573305233364283, -0.002988637158366388, 1729803812215057838, 
-0.016920030520284346, -0.0030900180384075934, -0.0032976350523082195, 1729803812325672747, 
-0.016392540697172997, -0.0011067212689776496, -0.0025978501498811774, 1729803812375136587, 
-0.013320650825747293, 0.010562343544519341, -0.0030402545432694976, 1729803812521257852, 
-0.014286995525496948, 0.004203408070845401, -0.003827858327207525, 1729803812636125818, 
-0.015443994733885358, -0.007141514345552336, -0.002924449187052957, 1729803812725044452, 
-0.011498200054292695, 0.008814267770556175, -0.002596434206907454, 1729803812825052706, 
-0.00991332366423725, 0.01859569726513576, -0.0024207569150009266, 1729803812922091490, 
-0.010828282183910964, 0.0021850585622254248, -0.0020485104859352538, 1729803813015672075, 
-0.010049717215702358, -0.0008885791663039846, -0.002084166895741317, 1729803813125151965, 
-0.010082521739783079, 0.0022610078793873036, -0.0021605507306606485, 1729803813225024242, 
-0.011512843149586338, -0.00496873246500536, -0.0020884608742858775, 1729803813323141106, 
-0.011181711818204931, -0.003662150816631734, -0.00207939002680659, 1729803813415345366, 
-0.009536634225295604, 0.006142559642141825, -0.002181895219335584, 1729803813526226559, 
-0.008253076330848597, 0.009181165283866309, -0.0020462737350955365, 1729803813627237662, 
-0.007968632549923083, 0.005202132127467619, -0.00170965739937025, 1729803813725345430, 
-0.007001360089636588, 0.0045601690050750395, -0.0014539665065936346, 1729803813815063807, 
-0.005247139037683368, 0.008895863621343683, -0.0013478254306603277, 1729803813925347901, 
-0.0068666534003289925, -0.00011968015575174532, -0.0013371177392046726, 1729803814024915819, 
-0.008539932244566728, -0.010992523676743393, -0.0013747905849097802, 1729803814125039328, 
-0.007084021057444545, -0.0011488020268530512, -0.0015733919636464954, 1729803814234789032, 
-0.005576659038239562, 0.009972261058340988, -0.001415326682945164, 1729803814325315621, 
-0.003893050904734796, 0.011170564164864437, -0.0010505045643506635, 1729803814425169901, 
-0.005422281901966031, 0.0005176547616657078, -0.0009915774740825336, 1729803814525069452, 
-0.005597022127760365, -0.005739829837309321, -0.0009509126277315922, 1729803814616470195, 
-0.005420636963515246, -0.00010085552428183975, -0.0011015238374556574, 1729803814726078173, 
-0.004183301524152583, 0.004703614644171622, -0.0010568826914566188, 1729803814825052281, 
-0.0034494547461054736, 0.006613835359122769, -0.0008656775997207287, 1729803814925032786, 
-0.0034718437597534013, 0.002363786930875232, -0.0007035260124480265, 1729803815015115681, 
-0.005321056712170424, -0.005689080469706924, -0.0008162904031569572, 1729803815125065473, 
-0.004479896085531454, -0.0028034811309435915, -0.0009290496935692842, 1729803815225105269, 
-0.003854798356871747, 0.004887799064350283, -0.0009102618468081302, 1729803815325038767, 
-0.0022935623456361576, 0.00783377175333042, -0.0006747525605224694, 1729803815415565259, 
-0.0025604013409834536, 0.0049446171216470875, -0.0005838971525185489, 1729803815526180037, 
-0.00247225558822306, -0.000506954237328066, -0.0005115954843096436, 1729803815625057549, 
-0.0027553743626693716, -0.0006467307877830466, -0.0005162451238081492, 1729803815725040996, 
-0.0038525379029303863, -0.004984859991121184, -0.0005765502852647482, 1729803815815544210, 
-0.003674859290956789, -0.0035002598937237, -0.0006856429331895424, 1729803815925077415, 
-0.003907118790294817, -0.00023362239926333602, -0.000798568667014207, 1729803816025059506, 
-0.003941387336880542, -0.0008933385327095263, -0.0007527491997420361, 1729803816121048602, 
-0.0047193586284546285, -0.002738563535722792, -0.0008168449387650926, 1729803816220043687, 
-0.005148234295321519, -0.003917464095129719, -0.0009626744443662897, 1729803816330189558, 
-0.005825503987920033, -0.0038088648487470266, -0.0010464901867408766, 1729803816420097926, 
-0.006056757514516953, -0.003236469008338515, -0.0011135539432190781, 1729803816526347196, 
-0.005607778741741232, 0.0009547807002456443, -0.0011387015871360245, 1729803816615415073, 
-0.00580022197390706, 0.001095451181310939, -0.0011570573132819967, 1729803816725100130, 
-0.004006201540420307, 0.005397959425824432, -0.0010771417561686789, 1729803816825054548, 
-0.005301251976418175, 0.001486360807996043, -0.0009868341234751652, 1729803816921060281, 
-0.0056921646381358215, -0.00587322458855977, -0.000953221813848406, 1729803817015703764, 
-0.006472490983080892, -0.0037531964424387123, -0.0011882532127797055, 1729803817125158443, 
-0.006405391799650051, -0.0021525651246769753, -0.0012960378464797198, 1729803817225079295, 
-0.006886772469713254, -0.0014275883125912069, -0.0012984409835101914, 1729803817322243740, 
-0.005100033823146166, 0.003744187602322969, -0.0012724124019467757, 1729803817432625842, 
-0.00482910196587838, 0.006370877133225213, -0.0011377849466685137, 1729803817525227414, 
-0.003508410450649091, 0.00538269700176558, -0.0008621759718166228, 1729803817625110978, 
-0.003698194558602541, 0.0037618094234665145, -0.0007938266278829076, 1729803817723095299, 
-0.00762781082777142, -0.014801934191158028, -0.0009420523879832732, 1729803817815624524, 
-0.006136736479259053, -0.009619238104517099, -0.001176271560367932, 1729803817925172081, 
-0.005414363910626108, 0.006923041261521071, -0.0013455088357286697, 1729803818026091451, 
-0.009576523814383453, -0.01177127695905801, -0.0014008860461727762, 1729803818124089768, 
-0.007226915870250483, -0.005706775333504339, -0.001412162256040578, 1729803818216771270, 
-0.006598074906353002, 0.012593076895320769, -0.0011176642153754484, 1729803818267370778, 
-0.007972073107729294, 0.0012787935656298776, -0.001529617400812464, 1729803818427297432, 
-0.004813503343549463, 0.007888021376321943, -0.001666025661224241, 1729803818525220906, 
-0.00519869918485405, 0.009347634310879403, -0.0011351836939745678, 1729803818616660137, 
-0.006493653903604457, -0.0053810689760976456, -0.0011002786401368694, 1729803818725200588, 
-0.006337569962310052, -0.0034569584278628016, -0.00125374512446827, 1729803818825270865, 
-0.006693832700292113, -0.000669848013617765, -0.0013009134317789799, 1729803818925084275, 
-0.008099528044821724, -0.005459338295288955, -0.0014760555921932038, 1729803819034829395, 
-0.008394310484011402, -0.005355991623026316, -0.0015473137957898468, 1729803819125274339, 
-0.008381505931272848, -0.0010436538988186472, -0.0015775761451995577, 1729803819225087200, 
-0.0090941772355011, -0.002326122214142028, -0.0017254866929876623, 1729803819325369482, 
-0.008699763361434076, -0.0009070946568458414, -0.001659705490996225, 1729803819415308080, 
-0.00836481960851998, 0.0024775034695145915, -0.0017426897861705956, 1729803819525228700, 
-0.009043167356443949, -0.0012474363016896047, -0.0018260860323752344, 1729803819625140717, 
-0.008646841233606928, -0.0009558919861139686, -0.0017454117077603938, 1729803819726198558, 
-0.008862418280377593, 0.0004991879414976544, -0.0016815166558679158, 1729803819815125233, 
-0.008027318885184709, 0.0016994560617286751, -0.0017019197247690868, 1729803819926137606, 
-0.008450574378772835, 0.0010818721387913937, -0.0017736027326633885, 1729803820025099297, 
-0.007128147774800198, 0.0029762370903935777, -0.0015666737476601063, 1729803820125240083, 
-0.008419290599317897, -0.00036062346175164475, -0.0015239474437110376, 1729803820215608502, 
-0.007489266402740835, -0.0019338419827467392, -0.0015354984874110219, 1729803820325203381, 
-0.007144759201263007, 0.003977802741336657, -0.0016101024280185023, 1729803820425136157, 
-0.006746606515865672, 0.0024611628542949085, -0.0014331217346900155, 1729803820526290289, 
-0.007028597391374181, 0.00044574082092694206, -0.0014620198149746715, 1729803820634795200, 
-0.008592212522915421, -0.006327388512602442, -0.001520570870469458, 1729803820730234836, 
-0.004632349672723635, 0.00905981791937995, -0.0012579902735786353, 1729803820821135055, 
-0.004680704585926065, 0.014359905557901903, -0.0011400195027173056, 1729803820921243356, 
-0.003984644738489251, 0.0021844801635092976, -0.0008822140716319254, 1729803821020165144, 
-0.005406173578505591, -0.001954034772648403, -0.0009809260116588607, 1729803821130373388, 
-0.0034746120710127393, 0.0024931928287986013, -0.0008791126898990757, 1729803821225159302, 
-0.0008823189069251391, 0.01575288254183156, -0.0006223120131706472, 1729803821321596992, 
-0.0037898168580459135, -0.0013681610450099098, -0.000516703155574171, 1729803821415432709, 
-0.004151088772267109, -0.011424758179963246, -0.0005990040345830192, 1729803821525265401, 
-0.0017402259085259608, 0.006950304613544883, -0.000676717161407276, 1729803821625134589, 
-0.0017548270839022884, 0.00799662605039113, -0.000502090191753393, 1729803821722262870, 
