x, y, t, 
-2.0589098426171404e-08, 2.4134235943051863e-08, 1731624228053658714, 
-2.0589098426171404e-08, 2.4134235943051863e-08, 1731624228103729287, 
-2.0589098426171404e-08, 2.4134235943051863e-08, 1731624228153614064, 
-2.0589098426171404e-08, 2.4134235943051863e-08, 1731624228203760885, 
7.015196024440229e-05, 0.00010609650780679658, 1731624228263839013, 
0.000442690885392949, 0.0006180243799462914, 1731624228313624426, 
0.001663573319092393, 0.0010185043793171644, 1731624228363661628, 
0.003145709168165922, 0.0018099555745720863, 1731624228414655829, 
0.004698413424193859, 0.0019015298457816243, 1731624228454628885, 
0.00643935427069664, 0.002450332511216402, 1731624228503727813, 
0.010120733641088009, 0.0036455844528973103, 1731624228604472867, 
0.015721606090664864, 0.006113769952207804, 1731624228713667234, 
0.021517006680369377, 0.009735412895679474, 1731624228814731052, 
0.02705167420208454, 0.013535572215914726, 1731624228903649915, 
0.03294694423675537, 0.019092131406068802, 1731624229004241966, 
0.04072890803217888, 0.027768561616539955, 1731624229114666877, 
0.04856882244348526, 0.039232753217220306, 1731624229214619876, 
0.05447123944759369, 0.05051301047205925, 1731624229303637369, 
0.05865606293082237, 0.060216739773750305, 1731624229403640863, 
0.06293153017759323, 0.07700736075639725, 1731624229513673441, 
0.06622176617383957, 0.09636910259723663, 1731624229614677129, 
0.06685952842235565, 0.11018619686365128, 1731624229703752198, 
0.06576083600521088, 0.12696963548660278, 1731624229815305536, 
0.06260313093662262, 0.14407257735729218, 1731624229913659911, 
0.05779186263680458, 0.16220013797283173, 1731624230014710563, 
0.05140824243426323, 0.17818021774291992, 1731624230103645342, 
0.04187597706913948, 0.1980626881122589, 1731624230214982636, 
0.03056182712316513, 0.21606338024139404, 1731624230314748221, 
0.016790343448519707, 0.2333403378725052, 1731624230414681703, 
0.0026791831478476524, 0.24818380177021027, 1731624230505679516, 
-0.017132392153143883, 0.2649564743041992, 1731624230614859118, 
-0.03813653066754341, 0.27880585193634033, 1731624230714740224, 
-0.06152406707406044, 0.29111090302467346, 1731624230814664833, 
-0.08380137383937836, 0.30042117834091187, 1731624230905872004, 
-0.11080501228570938, 0.30838823318481445, 1731624231004893348, 
-0.14159877598285675, 0.3138800859451294, 1731624231114745851, 
-0.17147353291511536, 0.31615570187568665, 1731624231214685504, 
-0.199008971452713, 0.3154750466346741, 1731624231304665723, 
-0.2330138385295868, 0.3115866780281067, 1731624231415051942, 
-0.2623271942138672, 0.30509600043296814, 1731624231515682563, 
-0.2927364706993103, 0.29575255513191223, 1731624231613684257, 
-0.320300430059433, 0.2848896086215973, 1731624231705658901, 
-0.35279616713523865, 0.2686980366706848, 1731624231815950918, 
-0.38112005591392517, 0.251338928937912, 1731624231915693442, 
-0.40703967213630676, 0.23230785131454468, 1731624232012814762, 
-0.4306832551956177, 0.21207284927368164, 1731624232104718500, 
-0.4540490508079529, 0.18890736997127533, 1731624232202890182, 
-0.4788416028022766, 0.16030624508857727, 1731624232314772324, 
-0.49847909808158875, 0.1330835223197937, 1731624232412076609, 
-0.5157938599586487, 0.10563962161540985, 1731624232504745181, 
-0.5314550995826721, 0.07597669959068298, 1731624232601812382, 
-0.5471837520599365, 0.03949517384171486, 1731624232715381138, 
-0.5583177208900452, 0.007441944908350706, 1731624232812012530, 
-0.5671544075012207, -0.024182818830013275, 1731624232905025831, 
-0.5743848085403442, -0.0589553564786911, 1731624233006344663, 
-0.5793920159339905, -0.09770204871892929, 1731624233114740759, 
-0.5811575055122375, -0.13148869574069977, 1731624233210853396, 
-0.5811055302619934, -0.16515013575553894, 1731624233304764797, 
-0.5787057280540466, -0.20054569840431213, 1731624233404701320, 
-0.5734361410140991, -0.24036209285259247, 1731624233514675702, 
-0.5664952397346497, -0.27507394552230835, 1731624233609674199, 
-0.5577392578125, -0.3080643117427826, 1731624233705044028, 
-0.5466229915618896, -0.34205132722854614, 1731624233804833912, 
-0.5319063067436218, -0.3792068660259247, 1731624233914675790, 
-0.516755223274231, -0.4120301604270935, 1731624234014700962, 
-0.5013892650604248, -0.4409500062465668, 1731624234104742796, 
-0.48033568263053894, -0.4756685495376587, 1731624234215425254, 
-0.4606098532676697, -0.5045372843742371, 1731624234310706921, 
-0.43807947635650635, -0.5342251062393188, 1731624234409709700, 
-0.4144695997238159, -0.5621855854988098, 1731624234508755930, 
-0.3907347321510315, -0.5875787734985352, 1731624234601548357, 
-0.361337810754776, -0.6161805391311646, 1731624234710694942, 
-0.33310946822166443, -0.640791654586792, 1731624234809707592, 
-0.3051415979862213, -0.6629109382629395, 1731624234905076315, 
-0.2743614614009857, -0.6851975917816162, 1731624235004752761, 
-0.23917369544506073, -0.7081261277198792, 1731624235115718646, 
-0.20611900091171265, -0.7271313667297363, 1731624235214686006, 
-0.17564965784549713, -0.7430292367935181, 1731624235304815165, 
-0.1415797919034958, -0.7589139342308044, 1731624235404835180, 
-0.10296957194805145, -0.7749117612838745, 1731624235514688593, 
-0.06768253445625305, -0.7875690460205078, 1731624235614691633, 
-0.03531796485185623, -0.7976617813110352, 1731624235704842006, 
0.0012547336518764496, -0.8075112700462341, 1731624235804962125, 
