x, y, theta, stamp, 
6.0009768653662964e-05, -9.839286099829971e-07, 6.397869456597938e-07, 1836000000, 
0.0035357483810790576, -1.4326611875642423e-06, -0.00029683718892386287, 1938000000, 
0.017395997519922626, -8.834949063022336e-06, -0.0007009585286262434, 2040000000, 
0.03802716260713964, 0.0002722241755026492, 0.04144884051974535, 2142000000, 
0.06026415119885004, 0.0019439725608752963, 0.10646160350917712, 2244000000, 
0.08235204442872908, 0.005043706944915733, 0.17083887455242774, 2346000000, 
0.104210179522874, 0.009522240214879041, 0.23300738250521238, 2448000000, 
0.1257739481117954, 0.0153092418768693, 0.2894852368659277, 2550000000, 
0.14700542739748318, 0.022249072907933425, 0.3424371873352847, 2652000000, 
0.16785765541183273, 0.030277993826963636, 0.39302592866835695, 2754000000, 
0.18829103231168606, 0.03933581427727318, 0.4418130910426998, 2856000000, 
0.20827152648000613, 0.04936596675468377, 0.48905644283905875, 2958000000, 
0.22776920452031246, 0.060315970637723766, 0.5349036627935596, 3060000000, 
0.2467572113484883, 0.07213749785789793, 0.5795024569418846, 3162000000, 
0.2591251204258038, 0.08047853092297104, 0.607085482766023, 3230000000, 
0.2773243492017906, 0.09352593627930313, 0.6396177932951493, 3332000000, 
0.29507834820788137, 0.10715982226880943, 0.671015706034832, 3434000000, 
0.3123858906175882, 0.1213399687769353, 0.7020263877042965, 3536000000, 
0.3292093179856263, 0.136006786289055, 0.7327536814391531, 3638000000, 
0.3455330753264729, 0.15116022456707412, 0.763483903622504, 3740000000, 
0.36151174206651715, 0.1668520086373814, 0.7851667791542755, 3842000000, 
0.37721224132082704, 0.1828369858033411, 0.8034902637245187, 3944000000, 
0.39263755641004827, 0.19909733477242852, 0.8203972048404211, 4046000000, 
0.40779178371559377, 0.21561770704678562, 0.8367385014815065, 4148000000, 
0.42267784174017675, 0.2323845150622298, 0.8527385452473798, 4250000000, 
0.43729253510767446, 0.24938020335010383, 0.8684363238649141, 4352000000, 
0.451669890683067, 0.26658113560114366, 0.877056409769068, 4454000000, 
0.465959106550751, 0.2838586353453617, 0.8827031469429794, 4556000000, 
0.4801661356260242, 0.3012115231707844, 0.8873085632678064, 4658000000, 
0.4942941647999515, 0.3186350031072039, 0.8917608526847246, 4760000000, 
0.5083451695266602, 0.336126350730716, 0.896238930068095, 4862000000, 
0.5176701662814263, 0.3478238220847418, 0.8992436197081796, 4930000000, 
0.5316237346301926, 0.3654095435720584, 0.8974523249559928, 5032000000, 
0.5456593202783478, 0.3829269164192541, 0.8932292557270615, 5134000000, 
0.5597745835771463, 0.40037541565564794, 0.8883698061716181, 5236000000, 
0.5739716973159827, 0.4177596918192278, 0.8835714585705776, 5338000000, 
0.5882510626970356, 0.4350818785250847, 0.8789814243038169, 5440000000, 
0.602610827544212, 0.4523424982829631, 0.874514658737251, 5542000000, 
0.617073644784486, 0.46952889291561234, 0.8648468148792355, 5644000000, 
0.6317440093030439, 0.4865374171493918, 0.8532307480463334, 5746000000, 
0.6466144446383066, 0.5033676342429206, 0.8412193556563751, 5848000000, 
0.6616822612521147, 0.5200224497592505, 0.8293981853697706, 5950000000, 
