imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.07446855198787102, -0.023357974709507557, -0.03723427599393551, -9.392159571560884e-14, 2.256257744947514e-06, -4.162715714812701e-08, 0.0, 0.0, 1731386685675371719, 
-0.06391652003544254, -0.019016995447850717, -0.053243281026304295, 1.464495930628343e-11, -0.00016739976084803308, -8.748494760143802e-08, 8.760439160450746e-07, 0.0, 1731386685874924173, 
-0.12399028301243967, 0.11997778623161902, -0.09677898771796968, 4.214469309741757e-09, -0.0003384282328098984, -1.2453066562295661e-05, 1.825288568930402e-06, 2.5785355374583066e-14, 1731386686075051098, 
-0.04165236313171582, 0.029118924039332028, -0.06273154085390176, -0.0013669071860560457, -0.001938720190651211, 0.7050564556182319, -5.960646341646236e-06, -5.1066756871252165e-09, 1731386686174905073, 
-0.04847068375585075, 0.058259485438026885, -0.05389757256258616, 0.008373621276107747, 0.009835118355236575, 0.8514001533748017, 4.883157102715676e-05, 1.0057362944746639e-07, 1731386686275088744, 
-0.0430407536432037, 0.021214723095798943, -0.04716825809906033, 0.01889803009610232, 0.02076030072002384, 0.9102965487332602, 0.0002170494736476172, 1.878670714332076e-06, 1731386686375132927, 
-0.04248948821569826, -0.06876507468350757, -0.04425806247205739, 0.02975797345661516, 0.031170575262133432, 0.9546815612596561, 0.0004914811222646678, 7.307079729285009e-06, 1731386686475033732, 
-0.05834238483775786, 0.03340501293597306, -0.05294451122117528, 0.0406037429006749, 0.04130419191005632, 0.9830416968111442, 0.0008685149223184772, 1.8374167136355324e-05, 1731386686574980276, 
-0.21925667842800325, -0.03429335410170536, -0.1557126516917715, 0.050538110229998386, 0.0510547056928129, 0.9898815308833082, 0.0013475090748941744, 3.712216444991633e-05, 1731386686675061918, 
-0.04325222321301225, 0.0924429503651906, -0.0861896486222441, 0.060454348915439104, 0.06075169957925462, 0.9951054757994449, 0.0019249706169703492, 6.552064141661615e-05, 1731386686775143090, 
-0.06118993265163029, 0.12123945448334397, -0.07072050235518998, 0.07068737813435218, 0.07078053943198526, 0.9986838006833418, 0.0025981766989001454, 0.00010538441775349784, 1731386686875042815, 
-0.07076083910169212, 0.0790963399008964, -0.07072696051744151, 0.08077158475693647, 0.08088709667249258, 0.9985719364359953, 0.003370953028649279, 0.00015892827577754787, 1731386686974935830, 
-0.023466567077078535, 0.11081607726304388, -0.04150017745188983, 0.09100110656233908, 0.09101066412366537, 0.9998949841601714, 0.004243201438630189, 0.00022818767814873525, 1731386687074914454, 
-0.04167056253012227, 0.11537755148073102, -0.04158762862804664, 0.1011438310027989, 0.10104679974232159, 1.0009602605992942, 0.005214012875455635, 0.00031509361213425465, 1731386687174922387, 
-0.03900736255367649, 0.11586181439519086, -0.03997498654833975, 0.11124928635886346, 0.111147460193436, 1.0009161357825922, 0.006284125414561348, 0.0004217265868456873, 1731386687274980820, 
0.027990144340940395, 0.2060253801024613, 0.002047473135741412, 0.12207865236675164, 0.12131698038545098, 1.0062783625085348, 0.0074527270447996155, 0.0005500695766656462, 1731386687374923204, 
-0.041974437773682455, 0.16172267299511733, -0.025141991488440516, 0.13214038303267886, 0.1314906562392012, 1.0049412392641475, 0.008720298161367473, 0.0007021751434331495, 1731386687475078565, 
-0.07045835255297223, 0.19475663253021702, -0.05313133725405354, 0.14241483918584769, 0.1414663757293262, 1.0067045151304097, 0.010087630557355063, 0.0008802580916164179, 1731386687574839452, 
-0.05399902579377584, 0.15696522359651793, -0.0536497574574601, 0.15193560793588404, 0.15137716805201068, 1.0036890628293527, 0.011552452190149286, 0.001086050594601604, 1731386687674852476, 
-0.08544230082681874, 0.22579091522847428, -0.07328064222390718, 0.16255650803915556, 0.16127423279723252, 1.0079508996550939, 0.013113593803884627, 0.0013214561708165486, 1731386687774927048, 
-0.06836267141520573, 0.257138635612263, -0.07022299683153921, 0.17329422780320353, 0.17119526846509667, 1.0122606153600255, 0.014770719369189054, 0.0015884417366712643, 1731386687874817263, 
