x, y, t, 
-2.058978765262509e-08, 2.4134584108992385e-08, 1731623837116388634, 
-2.058978765262509e-08, 2.4134584108992385e-08, 1731623837156436556, 
-8.235922166477394e-08, 9.653811616772145e-08, 1731623837206374570, 
-0.00029945067944936454, 0.0002673245035111904, 1731623837255390401, 
-0.0001616036461200565, 0.0003884831094183028, 1731623837305402639, 
0.0012305780546739697, 0.00022697867825627327, 1731623837366457619, 
0.0025493293069303036, 0.00031588785350322723, 1731623837414883043, 
0.004326776601374149, 0.00020438656792975962, 1731623837464667879, 
0.0062171947211027145, 0.00029000546783208847, 1731623837515408521, 
0.007863831706345081, 0.0006002338486723602, 1731623837556381614, 
0.012420632876455784, 0.0016677507665008307, 1731623837658377887, 
0.01756187528371811, 0.0038253709208220243, 1731623837753599781, 
0.024314548820257187, 0.007929014042019844, 1731623837863907840, 
0.0301711056381464, 0.012302213348448277, 1731623837956413705, 
0.03688432648777962, 0.01870129443705082, 1731623838056398323, 
0.04450756683945656, 0.027554672211408615, 1731623838153877185, 
0.05359133332967758, 0.041281551122665405, 1731623838264319018, 
0.05826254189014435, 0.05032026395201683, 1731623838356417184, 
0.06232360750436783, 0.061580803245306015, 1731623838455371091, 
0.06648170948028564, 0.07875540107488632, 1731623838553224516, 
0.06891420483589172, 0.09613064676523209, 1731623838645308191, 
0.06931813061237335, 0.11246544867753983, 1731623838756422530, 
0.06750406324863434, 0.12842679023742676, 1731623838856371543, 
0.0633421391248703, 0.14696845412254333, 1731623838965607660, 
0.05755096301436424, 0.164215087890625, 1731623839066390802, 
0.050660401582717896, 0.1798553466796875, 1731623839156407656, 
0.04074021056294441, 0.19717927277088165, 1731623839256419630, 
0.029157478362321854, 0.2136077731847763, 1731623839351583266, 
0.012453993782401085, 0.2323385775089264, 1731623839466433775, 
-0.0025303619913756847, 0.24600344896316528, 1731623839556430695, 
-0.02089250274002552, 0.25979310274124146, 1731623839656383075, 
-0.04178434610366821, 0.2723649740219116, 1731623839757213957, 
-0.06679297983646393, 0.2838321030139923, 1731623839866404132, 
-0.08923060446977615, 0.29170992970466614, 1731623839956477039, 
-0.11599128693342209, 0.2984449863433838, 1731623840056379943, 
-0.14408668875694275, 0.3022540509700775, 1731623840156298824, 
-0.17671379446983337, 0.30315306782722473, 1731623840266438447, 
-0.2045614868402481, 0.3012389838695526, 1731623840356437203, 
-0.23642845451831818, 0.2960459291934967, 1731623840456421100, 
-0.267749160528183, 0.2878522574901581, 1731623840555828453, 
-0.3029370605945587, 0.27513447403907776, 1731623840666518891, 
-0.3294287919998169, 0.26246321201324463, 1731623840756476394, 
-0.35825735330581665, 0.2458907514810562, 1731623840855921787, 
-0.3862460255622864, 0.2260371893644333, 1731623840957015547, 
-0.41463711857795715, 0.20196476578712463, 1731623841066052663, 
-0.4364895522594452, 0.18002843856811523, 1731623841157480218, 
-0.4586544334888458, 0.15358297526836395, 1731623841255987861, 
-0.4788285791873932, 0.12533311545848846, 1731623841356528818, 
-0.49841639399528503, 0.0925566554069519, 1731623841466340012, 
-0.5123329758644104, 0.06459204852581024, 1731623841556491651, 
-0.5257979035377502, 0.03207393363118172, 1731623841656426851, 
-0.5367401242256165, -0.001524261198937893, 1731623841756286811, 
-0.5461474657058716, -0.03957118093967438, 1731623841866448370, 
-0.5513694286346436, -0.07085612416267395, 1731623841956419584, 
-0.555019736289978, -0.1068551316857338, 1731623842056431025, 
-0.5563714504241943, -0.14271044731140137, 1731623842156501819, 
-0.5548726320266724, -0.18225839734077454, 1731623842266418932, 
-0.5514804124832153, -0.2145976722240448, 1731623842356423448, 
